Company Name,Company Location,Ratting,Reviews,Company Type,Reason For Review
Honda Motorcycle & Scooter,Gurgaon / Gurugram +285 other locations,4.1,(3.3k),Automobile,"Job Security, Company Culture, Work Life Balance"
Vishal Mega Mart,New Delhi +363 other locations,3.7,(3.3k),Retail,Salary & Benefits
UBS,Pune +19 other locations,3.9,(3.3k),Financial Services,"Work Life Balance, Company Culture"
24/7 Customer,Bangalore / Bengaluru +36 other locations,3.4,(3.2k),Software Product,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Hindustan Coca Cola Beverages,Bangalore / Bengaluru +253 other locations,4.0,(3.2k),Beverage,"Skill Development / Learning, Salary & Benefits, Job Security"
Ceat Tyres,Nagpur +137 other locations,3.9,(3.2k),Auto Components,"Job Security, Company Culture, Skill Development / Learning"
Reliance Nippon Life Insurance,Mumbai +477 other locations,3.4,(3.2k),Insurance,"Job Security, Work Satisfaction, Promotions / Appraisal"
DTDC Express,New Delhi +264 other locations,3.7,(3.2k),Logistics,"Promotions / Appraisal, Salary & Benefits, Company Culture"
HARMAN,Bangalore / Bengaluru +38 other locations,3.8,(3.2k),Consumer Electronics & Appliances,Work Life Balance
ABB,Bangalore / Bengaluru +106 other locations,4.1,(3.2k),Industrial Machinery,"Work Life Balance, Job Security, Company Culture"
ArcelorMittal Nippon Steel,Surat +82 other locations,4.1,(3.2k),Iron & Steel,"Work Life Balance, Job Security, Company Culture"
Indian Air Force,New Delhi +131 other locations,4.6,(3.1k),Defence & Aerospace,"Job Security, Skill Development / Learning, Salary & Benefits"
NatWest Group,Gurgaon / Gurugram +27 other locations,4.0,(3.1k),Banking,"Work Life Balance, Job Security, Company Culture"
PhonePe,Bangalore / Bengaluru +368 other locations,4.0,(3.1k),FinTech,"Salary & Benefits, Company Culture, Work Life Balance"
RSPL Group,Kanpur +246 other locations,4.1,(3.1k),FMCG,"Job Security, Work Life Balance, Company Culture"
UNO Minda,Pune +105 other locations,4.0,(3.1k),Auto Components,"Job Security, Company Culture, Skill Development / Learning"
Barclays,Pune +36 other locations,3.7,(3.1k),Banking,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Marpu Foundation,Hyderabad / Secunderabad +58 other locations,4.8,(3.1k),Non-Profit,"Company Culture, Work Life Balance, Work Satisfaction"
InterGlobe Aviation,New Delhi +100 other locations,3.5,(3.1k),Aviation,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
GeBBS Healthcare Solutions,Mumbai +26 other locations,3.7,(3.1k),Healthcare,Job Security
Conduent,Bangalore / Bengaluru +34 other locations,3.4,(3.1k),BPO,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
AGS Health,Chennai +58 other locations,4.0,(3.1k),IT Services & Consulting,"Company Culture, Job Security, Work Life Balance"
Tata Technologies,Pune +53 other locations,3.4,(3.1k),Engineering & Construction,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Alstom Transportation,Bangalore / Bengaluru +75 other locations,3.7,(3k),Engineering & Construction,Job Security
Future Group,Mumbai +205 other locations,4.2,(3k),Retail,"Skill Development / Learning, Company Culture, Work Life Balance"
Tata AIG,Mumbai +254 other locations,4.0,(3k),Insurance,"Job Security, Company Culture, Work Life Balance"
TVS Credit Services Ltd,Chennai +413 other locations,4.2,(3k),NBFC,"Company Culture, Salary & Benefits, Work Life Balance"
Max Healthcare,New Delhi +75 other locations,3.9,(3k),Healthcare,"Job Security, Skill Development / Learning"
Cloudnine Hospital,Bangalore / Bengaluru +44 other locations,4.5,(3k),Healthcare,"Skill Development / Learning, Company Culture, Work Life Balance"
UPL,Ankleshwar +183 other locations,4.1,(3k),Agro Chemicals,"Work Life Balance, Job Security, Skill Development / Learning"
Croma,Mumbai +184 other locations,3.8,(3k),Retail,"Job Security, Work Life Balance, Skill Development / Learning"
Dilip Buildcon,Bhopal +222 other locations,3.9,(3k),Engineering & Construction,Salary & Benefits
Amazon Transportation Services,,4.2,(3k),Hyderabad / Secunderabad +220 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits"
PepsiCo,Hyderabad / Secunderabad +267 other locations,4.0,(3k),Food Processing,"Work Life Balance, Company Culture, Job Security"
Walmart,Bangalore / Bengaluru +91 other locations,3.5,(3k),Retail,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Titan Company,Bangalore / Bengaluru +176 other locations,4.3,(2.9k),Retail,"Company Culture, Job Security, Work Life Balance"
Bajaj General Insurance Limited,Pune +268 other locations,3.8,(2.9k),Insurance,Salary & Benefits
S&P Global,Hyderabad / Secunderabad +46 other locations,4.0,(2.9k),Analytics & KPO,"Company Culture, Work Life Balance"
Varroc Group,Pune +60 other locations,3.6,(2.9k),Auto Components,"Promotions / Appraisal, Job Security, Company Culture"
Mankind Pharma,New Delhi +236 other locations,3.8,(2.9k),Pharma,Salary & Benefits
Blinkit,Gurgaon / Gurugram +130 other locations,3.8,(2.9k),Internet,Salary & Benefits
CMS IT Services,Mumbai +152 other locations,3.0,(2.9k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Societe Generale Global Solution Centre,Bangalore / Bengaluru +24 other locations,3.7,(2.9k),IT Services & Consulting,"Work Life Balance, Job Security"
MSN Laboratories,Hyderabad / Secunderabad +99 other locations,3.6,(2.9k),Pharma,Job Security
Afcons Infrastructure,Mumbai +118 other locations,4.2,(2.9k),Engineering & Construction,"Job Security, Skill Development / Learning, Company Culture"
Torrent Pharmaceuticals,Ahmedabad +124 other locations,4.0,(2.8k),Pharma,"Job Security, Work Life Balance, Company Culture"
Square Yards,Gurgaon / Gurugram +49 other locations,3.7,(2.8k),Internet,Job Security
Jindal Stainless,Jajpur +74 other locations,4.2,(2.8k),Iron & Steel,"Job Security, Work Life Balance, Skill Development / Learning"
I Process Services,Mumbai +397 other locations,3.9,(2.8k),Recruitment,"Company Culture, Work Life Balance"
Zensar Technologies,Pune +29 other locations,3.7,(2.8k),IT Services & Consulting,Work Life Balance
ACC,Mumbai +260 other locations,3.9,(2.8k),Building Material,Promotions / Appraisal
Quest Global,Bangalore / Bengaluru +45 other locations,3.5,(2.8k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
HDFC Sales,Mumbai +332 other locations,3.9,(2.8k),Financial Services,"Skill Development / Learning, Company Culture, Work Life Balance"
Shoppers Stop,Mumbai +83 other locations,4.0,(2.8k),Retail,"Company Culture, Work Life Balance, Job Security"
Nokia,Bangalore / Bengaluru +165 other locations,4.0,(2.8k),Telecom,"Work Life Balance, Company Culture, Work Satisfaction"
Fujitsu,Pune +39 other locations,3.8,(2.8k),IT Services & Consulting,"Work Life Balance, Company Culture"
UnitedHealth,Hyderabad / Secunderabad +17 other locations,4.0,(2.8k),Healthcare,"Job Security, Work Life Balance, Company Culture"
IDFC FIRST Bharat,Chennai +395 other locations,4.2,(2.8k),Financial Services,"Salary & Benefits, Company Culture, Job Security"
Suzlon Group,Pune +134 other locations,4.0,(2.7k),Power,"Job Security, Skill Development / Learning, Company Culture"
Apollo Tyres,Chennai +176 other locations,4.0,(2.7k),Auto Components,"Company Culture, Work Life Balance, Skill Development / Learning"
DS Group,Noida +271 other locations,4.1,(2.7k),FMCG,"Work Life Balance, Job Security, Salary & Benefits"
Eternal Limited,Gurgaon / Gurugram +215 other locations,3.6,(2.7k),Internet,"Promotions / Appraisal, Job Security, Work Life Balance"
Fiserv,Pune +32 other locations,2.8,(2.7k),FinTech,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Whitehat jr,Mumbai +49 other locations,3.3,(2.7k),EdTech,"Job Security, Promotions / Appraisal, Work Satisfaction"
Tata Elxsi,Bangalore / Bengaluru +30 other locations,3.6,(2.7k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Indus Towers,Gurgaon / Gurugram +223 other locations,3.6,(2.7k),Hardware & Networking,"Promotions / Appraisal, Job Security, Work Life Balance"
IKS Health,Mumbai +29 other locations,3.5,(2.7k),Healthcare,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
VVDN Technologies,Gurgaon / Gurugram +49 other locations,3.6,(2.7k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture"
ESAF Small Finance Bank,Thrissur +423 other locations,3.6,(2.7k),Banking,"Promotions / Appraisal, Work Satisfaction"
Yazaki,Pune +89 other locations,3.9,(2.7k),Auto Components,"Job Security, Skill Development / Learning"
Landmark Group,Bangalore / Bengaluru +165 other locations,3.9,(2.6k),Retail,Job Security
Shree Cement,Beawar +244 other locations,3.8,(2.6k),Building Material,"Promotions / Appraisal, Job Security"
Flex,Chennai +46 other locations,3.9,(2.6k),Electronics Manufacturing,"Company Culture, Work Life Balance, Skill Development / Learning"
Britannia,Pune +291 other locations,4.0,(2.6k),FMCG,"Job Security, Skill Development / Learning"
Capita,Pune +32 other locations,3.5,(2.6k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Job Security"
Blue Dart Express Ltd,Mumbai +271 other locations,3.9,(2.6k),Logistics,Job Security
SRF,Bharuch +66 other locations,4.1,(2.6k),Chemicals,"Job Security, Salary & Benefits, Work Life Balance"
Ola Electric Mobility,Bangalore / Bengaluru +382 other locations,3.3,(2.6k),Automobile,"Job Security, Company Culture, Promotions / Appraisal"
ElasticRun,Pune +386 other locations,3.6,(2.6k),Logistics,"Job Security, Work Satisfaction, Promotions / Appraisal"
Shell,Bangalore / Bengaluru +90 other locations,3.9,(2.6k),Oil & Gas,"Work Life Balance, Company Culture, Salary & Benefits"
Exide Industries,Kolkata +198 other locations,3.4,(2.6k),Auto Components,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Micro Labs,Bangalore / Bengaluru +147 other locations,3.6,(2.5k),Pharma,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Kansai Nerolac Paints,Mumbai +241 other locations,3.8,(2.5k),Chemicals,Promotions / Appraisal
KPMG Global Services,Bangalore / Bengaluru +36 other locations,3.5,(2.5k),Management Consulting,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Dalmia Bharat Cement,Guwahati +245 other locations,3.9,(2.5k),Building Material,"Job Security, Salary & Benefits"
Sahrudaya Healthcare (Medicover Hospitals),Hyderabad / Secunderabad +44 other locations,4.5,(2.5k),Healthcare,"Company Culture, Work Life Balance, Skill Development / Learning"
TVS Supply Chain Solutions,Chennai +149 other locations,3.8,(2.5k),Logistics,"Promotions / Appraisal, Salary & Benefits"
Sagility,Bangalore / Bengaluru +26 other locations,3.9,(2.5k),BPO,"Job Security, Company Culture, Work Life Balance"
G4S,Gurgaon / Gurugram +158 other locations,4.0,(2.5k),Law Enforcement & Security,"Work Life Balance, Company Culture, Job Security"
Nestle,Gurgaon / Gurugram +266 other locations,3.8,(2.5k),FMCG,"Salary & Benefits, Job Security, Skill Development / Learning"
Bharat Financial Inclusion,Hyderabad / Secunderabad +467 other locations,3.7,(2.5k),NBFC,Salary & Benefits
BlackBuck,Bangalore / Bengaluru +356 other locations,3.7,(2.5k),Internet,"Job Security, Promotions / Appraisal"
KFintech,Hyderabad / Secunderabad +112 other locations,3.4,(2.5k),FinTech,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
GATI-KWE,Hyderabad / Secunderabad +161 other locations,3.9,(2.5k),Logistics,"Work Life Balance, Skill Development / Learning"
Voltas,Mumbai +196 other locations,4.0,(2.5k),Consumer Electronics & Appliances,"Job Security, Work Life Balance, Company Culture"
ZS,Pune +15 other locations,3.2,(2.5k),Management Consulting,"Work Life Balance, Work Satisfaction, Promotions / Appraisal"
Domino's Pizza,,3.9,(2.5k),New Delhi +241 other locations,"Skill Development / Learning, Salary & Benefits"
Bajaj Electricals,Mumbai +228 other locations,3.9,(2.5k),Consumer Electronics & Appliances,"Work Life Balance, Salary & Benefits"
Ajanta Pharma,Mumbai +117 other locations,3.9,(2.4k),Pharma,Job Security
Sonalika Tractors,Hoshiarpur +186 other locations,3.6,(2.4k),Automobile,"Company Culture, Promotions / Appraisal, Work Life Balance"
ACT Fibernet,Hyderabad / Secunderabad +55 other locations,3.9,(2.4k),Hardware & Networking,"Company Culture, Job Security"
Star Health & Allied Insurance,Chennai +317 other locations,3.5,(2.4k),Insurance,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Sterlite Technologies,Aurangabad +100 other locations,3.8,(2.4k),Hardware & Networking,"Promotions / Appraisal, Job Security"
Sammaan Capital Limited,Gurgaon / Gurugram +198 other locations,3.8,(2.4k),NBFC,Promotions / Appraisal
suzuki motor gujarat,Ahmedabad +114 other locations,4.2,(2.4k),Automobile,"Job Security, Salary & Benefits, Company Culture"
Blue Star,Mumbai +145 other locations,4.1,(2.4k),Consumer Electronics & Appliances,"Company Culture, Skill Development / Learning, Salary & Benefits"
Statestreet HCL Services,Chennai +17 other locations,3.4,(2.4k),BPO,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Fortis Healthcare,New Delhi +68 other locations,4.0,(2.4k),Healthcare,"Job Security, Skill Development / Learning, Company Culture"
Care Health Insurance,Gurgaon / Gurugram +239 other locations,3.5,(2.4k),Internet,"Promotions / Appraisal, Salary & Benefits, Company Culture"
NoBroker,Bangalore / Bengaluru +49 other locations,3.1,(2.4k),Real Estate,"Job Security, Promotions / Appraisal, Work Life Balance"
Movate,Chennai +37 other locations,3.2,(2.4k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Alldigi Tech,Chennai +35 other locations,3.9,(2.4k),BPO,"Job Security, Company Culture, Work Life Balance"
Paras Hospital,Patna +61 other locations,4.1,(2.4k),Healthcare,"Work Life Balance, Skill Development / Learning, Company Culture"
DBS Bank,Hyderabad / Secunderabad +169 other locations,3.8,(2.4k),Banking,Salary & Benefits
Tractors and Farm Equipment,Chennai +187 other locations,4.0,(2.4k),Industrial Machinery,"Work Life Balance, Skill Development / Learning"
Patanjali Ayurved,Haridwar +299 other locations,3.9,(2.4k),FMCG,Work Life Balance
Himalaya Wellness,Bangalore / Bengaluru +227 other locations,4.1,(2.4k),Pharma,"Work Life Balance, Company Culture, Job Security"
Foundever,Hyderabad / Secunderabad +23 other locations,3.5,(2.4k),BPO,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
BT Group,Gurgaon / Gurugram +23 other locations,3.8,(2.4k),Telecom,"Work Life Balance, Company Culture"
Gallagher,Bangalore / Bengaluru +28 other locations,3.7,(2.4k),Insurance,"Company Culture, Work Life Balance, Job Security"
McDonald's,New Delhi +144 other locations,3.9,(2.4k),Hospitality,"Skill Development / Learning, Company Culture, Job Security"
Adani Power,Mundra +119 other locations,3.8,(2.4k),Power,Job Security
V-Mart,Gurgaon / Gurugram +279 other locations,4.1,(2.4k),Retail,"Skill Development / Learning, Job Security, Company Culture"
Parle Agro,Mumbai +248 other locations,3.9,(2.3k),Beverage,"Work Life Balance, Job Security"
JCB,,3.9,(2.3k),Pune +110 other locations,Work Life Balance
Exl India,New Delhi +43 other locations,3.5,(2.3k),Logistics,Job Security
Axis Direct,Mumbai +267 other locations,3.7,(2.3k),Financial Services,"Promotions / Appraisal, Company Culture, Work Satisfaction"
ICICI Securities,Mumbai +144 other locations,3.9,(2.3k),Financial Services,"Job Security, Work Life Balance, Company Culture"
Capgemini Engineering,Bangalore / Bengaluru +27 other locations,3.4,(2.3k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
IntouchCX,Hyderabad / Secunderabad +21 other locations,2.8,(2.3k),BPO,"Promotions / Appraisal, Job Security, Work Satisfaction"
Taj Hotels Resorts and Palaces,Mumbai +106 other locations,4.2,(2.3k),Hospitality,"Job Security, Company Culture, Skill Development / Learning"
Planet Spark,Gurgaon / Gurugram +61 other locations,3.9,(2.3k),EdTech,"Skill Development / Learning, Company Culture, Work Life Balance"
